metric,label_mode,n_estimators,contamination,max_samples,max_features,bootstrap,label_anomaly_rate,pred_anomaly_rate,pseudo_f1,pseudo_precision,pseudo_recall,score_separation_z
total_revenue,iqr(pct_change(total_revenue)),200,0.05,auto,1.0,False,0.027624309392265192,0.049723756906077346,0.14285714285714285,0.1111111111111111,0.2,2.590557203055466
total_revenue,iqr(pct_change(total_revenue)),500,0.05,auto,1.0,False,0.027624309392265192,0.049723756906077346,0.14285714285714285,0.1111111111111111,0.2,2.547529818416368
total_revenue,iqr(pct_change(total_revenue)),500,0.05,auto,0.7,False,0.027624309392265192,0.049723756906077346,0.14285714285714285,0.1111111111111111,0.2,2.535172535814956
total_revenue,iqr(pct_change(total_revenue)),300,0.05,auto,1.0,False,0.027624309392265192,0.049723756906077346,0.14285714285714285,0.1111111111111111,0.2,2.5351166112310715
total_revenue,iqr(pct_change(total_revenue)),200,0.05,auto,0.7,False,0.027624309392265192,0.049723756906077346,0.14285714285714285,0.1111111111111111,0.2,2.509368371263665
total_revenue,iqr(pct_change(total_revenue)),300,0.05,auto,0.7,False,0.027624309392265192,0.049723756906077346,0.14285714285714285,0.1111111111111111,0.2,2.5025021932959173
total_revenue,iqr(pct_change(total_revenue)),500,0.05,0.6,1.0,False,0.027624309392265192,0.049723756906077346,0.14285714285714285,0.1111111111111111,0.2,2.498089876275744
total_revenue,iqr(pct_change(total_revenue)),500,0.05,0.8,1.0,False,0.027624309392265192,0.049723756906077346,0.14285714285714285,0.1111111111111111,0.2,2.484225177943276
total_revenue,iqr(pct_change(total_revenue)),500,0.05,0.8,0.7,False,0.027624309392265192,0.049723756906077346,0.14285714285714285,0.1111111111111111,0.2,2.47007131369831
total_revenue,iqr(pct_change(total_revenue)),500,0.05,0.6,0.7,False,0.027624309392265192,0.049723756906077346,0.14285714285714285,0.1111111111111111,0.2,2.4692784010941513
total_revenue,iqr(pct_change(total_revenue)),200,0.05,0.8,1.0,False,0.027624309392265192,0.049723756906077346,0.14285714285714285,0.1111111111111111,0.2,2.4622006450419023
total_revenue,iqr(pct_change(total_revenue)),300,0.05,0.6,1.0,False,0.027624309392265192,0.049723756906077346,0.14285714285714285,0.1111111111111111,0.2,2.455686261709798
total_revenue,iqr(pct_change(total_revenue)),300,0.05,0.8,1.0,False,0.027624309392265192,0.049723756906077346,0.14285714285714285,0.1111111111111111,0.2,2.4401306941851892
total_revenue,iqr(pct_change(total_revenue)),200,0.05,0.6,0.7,False,0.027624309392265192,0.049723756906077346,0.14285714285714285,0.1111111111111111,0.2,2.4354824932364423
total_revenue,iqr(pct_change(total_revenue)),300,0.05,0.6,0.7,False,0.027624309392265192,0.049723756906077346,0.14285714285714285,0.1111111111111111,0.2,2.417547016094436
total_revenue,iqr(pct_change(total_revenue)),300,0.05,0.8,0.7,False,0.027624309392265192,0.049723756906077346,0.14285714285714285,0.1111111111111111,0.2,2.4122679108691583
