metric,label_mode,n_estimators,contamination,max_samples,max_features,bootstrap,label_anomaly_rate,pred_anomaly_rate,pseudo_f1,pseudo_precision,pseudo_recall,score_separation_z
waste_percentage,iqr(waste_percentage),200,0.08,auto,1.0,False,0.04419889502762431,0.08287292817679558,0.6956521739130436,0.5333333333333333,1.0,2.8189822265044993
waste_percentage,iqr(waste_percentage),200,0.08,0.8,1.0,False,0.04419889502762431,0.08287292817679558,0.6956521739130436,0.5333333333333333,1.0,2.8183724295569705
waste_percentage,iqr(waste_percentage),300,0.08,0.8,1.0,False,0.04419889502762431,0.08287292817679558,0.6956521739130436,0.5333333333333333,1.0,2.7759407503605993
waste_percentage,iqr(waste_percentage),200,0.08,0.6,1.0,False,0.04419889502762431,0.08287292817679558,0.6956521739130436,0.5333333333333333,1.0,2.7565291909896126
waste_percentage,iqr(waste_percentage),300,0.08,0.6,1.0,False,0.04419889502762431,0.08287292817679558,0.6956521739130436,0.5333333333333333,1.0,2.705628343252314
waste_percentage,iqr(waste_percentage),300,0.08,0.8,0.7,False,0.04419889502762431,0.08287292817679558,0.6956521739130436,0.5333333333333333,1.0,2.6297087712488616
waste_percentage,iqr(waste_percentage),200,0.08,0.6,0.7,False,0.04419889502762431,0.08287292817679558,0.6956521739130436,0.5333333333333333,1.0,2.618478996989627
waste_percentage,iqr(waste_percentage),500,0.08,0.6,0.7,False,0.04419889502762431,0.08287292817679558,0.6956521739130436,0.5333333333333333,1.0,2.6101392630415083
waste_percentage,iqr(waste_percentage),300,0.08,auto,1.0,False,0.04419889502762431,0.08287292817679558,0.608695652173913,0.4666666666666667,0.875,2.8122391424777815
waste_percentage,iqr(waste_percentage),500,0.08,auto,1.0,False,0.04419889502762431,0.08287292817679558,0.608695652173913,0.4666666666666667,0.875,2.787700467126481
waste_percentage,iqr(waste_percentage),500,0.08,0.8,1.0,False,0.04419889502762431,0.08287292817679558,0.608695652173913,0.4666666666666667,0.875,2.7430307197396964
waste_percentage,iqr(waste_percentage),200,0.08,auto,0.7,False,0.04419889502762431,0.08287292817679558,0.608695652173913,0.4666666666666667,0.875,2.724575006414356
