metric,label_mode,n_estimators,contamination,max_samples,max_features,bootstrap,label_anomaly_rate,pred_anomaly_rate,pseudo_f1,pseudo_precision,pseudo_recall,score_separation_z
avg_preparation_time_seconds,iqr(avg_preparation_time_seconds),200,0.08,auto,1.0,False,0.03867403314917127,0.08287292817679558,0.6363636363636364,0.4666666666666667,1.0,2.3757320924734766
avg_preparation_time_seconds,iqr(avg_preparation_time_seconds),300,0.08,auto,1.0,False,0.03867403314917127,0.08287292817679558,0.6363636363636364,0.4666666666666667,1.0,2.354393257431772
avg_preparation_time_seconds,iqr(avg_preparation_time_seconds),300,0.08,0.6,0.7,False,0.03867403314917127,0.08287292817679558,0.6363636363636364,0.4666666666666667,1.0,2.3316739745426065
avg_preparation_time_seconds,iqr(avg_preparation_time_seconds),500,0.08,0.8,1.0,False,0.03867403314917127,0.08287292817679558,0.6363636363636364,0.4666666666666667,1.0,2.321254722275569
avg_preparation_time_seconds,iqr(avg_preparation_time_seconds),500,0.08,0.6,0.7,False,0.03867403314917127,0.08287292817679558,0.6363636363636364,0.4666666666666667,1.0,2.295236398553751
avg_preparation_time_seconds,iqr(avg_preparation_time_seconds),200,0.08,0.6,1.0,False,0.03867403314917127,0.08287292817679558,0.6363636363636364,0.4666666666666667,1.0,2.2672133412341604
avg_preparation_time_seconds,iqr(avg_preparation_time_seconds),300,0.08,auto,0.7,False,0.03867403314917127,0.08287292817679558,0.5454545454545455,0.4,0.8571428571428571,2.3853780557137108
avg_preparation_time_seconds,iqr(avg_preparation_time_seconds),500,0.08,auto,0.7,False,0.03867403314917127,0.08287292817679558,0.5454545454545455,0.4,0.8571428571428571,2.3818999051849117
avg_preparation_time_seconds,iqr(avg_preparation_time_seconds),300,0.08,0.8,0.7,False,0.03867403314917127,0.08287292817679558,0.5454545454545455,0.4,0.8571428571428571,2.3665746999951143
avg_preparation_time_seconds,iqr(avg_preparation_time_seconds),500,0.08,0.8,0.7,False,0.03867403314917127,0.08287292817679558,0.5454545454545455,0.4,0.8571428571428571,2.360815141332708
avg_preparation_time_seconds,iqr(avg_preparation_time_seconds),200,0.08,auto,0.7,False,0.03867403314917127,0.08287292817679558,0.5454545454545455,0.4,0.8571428571428571,2.3599799982124456
avg_preparation_time_seconds,iqr(avg_preparation_time_seconds),500,0.08,auto,1.0,False,0.03867403314917127,0.08287292817679558,0.5454545454545455,0.4,0.8571428571428571,2.358639370392323
avg_preparation_time_seconds,iqr(avg_preparation_time_seconds),200,0.08,0.8,0.7,False,0.03867403314917127,0.08287292817679558,0.5454545454545455,0.4,0.8571428571428571,2.34886738202315
avg_preparation_time_seconds,iqr(avg_preparation_time_seconds),500,0.08,0.6,1.0,False,0.03867403314917127,0.08287292817679558,0.5454545454545455,0.4,0.8571428571428571,2.289511013748209
avg_preparation_time_seconds,iqr(avg_preparation_time_seconds),300,0.08,0.8,1.0,False,0.03867403314917127,0.08287292817679558,0.5454545454545455,0.4,0.8571428571428571,2.27131060819407
avg_preparation_time_seconds,iqr(avg_preparation_time_seconds),200,0.08,0.8,1.0,False,0.03867403314917127,0.08287292817679558,0.5454545454545455,0.4,0.8571428571428571,2.270196919953709
avg_preparation_time_seconds,iqr(avg_preparation_time_seconds),300,0.08,0.6,1.0,False,0.03867403314917127,0.08287292817679558,0.5454545454545455,0.4,0.8571428571428571,2.2696384372956007
avg_preparation_time_seconds,iqr(avg_preparation_time_seconds),200,0.08,0.6,0.7,False,0.03867403314917127,0.08287292817679558,0.5454545454545455,0.4,0.8571428571428571,2.2339812331325684
avg_preparation_time_seconds,iqr(avg_preparation_time_seconds),500,0.05,auto,0.7,False,0.03867403314917127,0.049723756906077346,0.5,0.4444444444444444,0.5714285714285714,2.7134714476306154
avg_preparation_time_seconds,iqr(avg_preparation_time_seconds),300,0.05,auto,0.7,False,0.03867403314917127,0.049723756906077346,0.5,0.4444444444444444,0.5714285714285714,2.6991916223500403
avg_preparation_time_seconds,iqr(avg_preparation_time_seconds),200,0.05,auto,0.7,False,0.03867403314917127,0.049723756906077346,0.5,0.4444444444444444,0.5714285714285714,2.6982191912587234
avg_preparation_time_seconds,iqr(avg_preparation_time_seconds),200,0.05,auto,1.0,False,0.03867403314917127,0.049723756906077346,0.5,0.4444444444444444,0.5714285714285714,2.666244556505819
avg_preparation_time_seconds,iqr(avg_preparation_time_seconds),500,0.05,0.8,0.7,False,0.03867403314917127,0.049723756906077346,0.5,0.4444444444444444,0.5714285714285714,2.645960744408244
avg_preparation_time_seconds,iqr(avg_preparation_time_seconds),500,0.05,auto,1.0,False,0.03867403314917127,0.049723756906077346,0.5,0.4444444444444444,0.5714285714285714,2.6430411693888245
avg_preparation_time_seconds,iqr(avg_preparation_time_seconds),300,0.05,0.8,0.7,False,0.03867403314917127,0.049723756906077346,0.5,0.4444444444444444,0.5714285714285714,2.6393942036040063
avg_preparation_time_seconds,iqr(avg_preparation_time_seconds),200,0.05,0.8,0.7,False,0.03867403314917127,0.049723756906077346,0.5,0.4444444444444444,0.5714285714285714,2.63061513875498
avg_preparation_time_seconds,iqr(avg_preparation_time_seconds),300,0.05,auto,1.0,False,0.03867403314917127,0.049723756906077346,0.5,0.4444444444444444,0.5714285714285714,2.626714392901663
avg_preparation_time_seconds,iqr(avg_preparation_time_seconds),300,0.05,0.6,0.7,False,0.03867403314917127,0.049723756906077346,0.5,0.4444444444444444,0.5714285714285714,2.588711557451275
avg_preparation_time_seconds,iqr(avg_preparation_time_seconds),500,0.05,0.8,1.0,False,0.03867403314917127,0.049723756906077346,0.5,0.4444444444444444,0.5714285714285714,2.548179667222032
avg_preparation_time_seconds,iqr(avg_preparation_time_seconds),500,0.05,0.6,1.0,False,0.03867403314917127,0.049723756906077346,0.5,0.4444444444444444,0.5714285714285714,2.5220819818878435
avg_preparation_time_seconds,iqr(avg_preparation_time_seconds),300,0.05,0.8,1.0,False,0.03867403314917127,0.049723756906077346,0.5,0.4444444444444444,0.5714285714285714,2.5025560579697808
